연번,발생일,사고유형,발생역,발생시간
2104,2022-09-28,발빠짐,가산디지털단지(7)역,18:16
2105,2022-09-24,발빠짐,충정로(2)역,16:12
2106,2022-09-23,역구내 사고,화곡역,08:37
2107,2022-09-22,출입문관련,천호(5)역,17:27
2108,2022-09-22,발빠짐,동대문역사문화공원(5)역,08:39
2109,2022-09-22,출입문관련,창동역,09:45
2110,2022-09-21,열차내 사고,산본역,11:58
2111,2022-09-20,출입문관련,신촌역,16:33
2112,2022-09-19,열차내 사고,대림(2)역,09:00
2113,2022-09-19,승강설비관련,혜화역,08:25
2114,2022-09-19,출입문관련,이수(4)역,09:08
2115,2022-09-17,발빠짐,동작역,16:20
2116,2022-09-17,출입문관련,동대문역사문화공원(5)역,11:28
2117,2022-09-16,열차내 사고,압구정역,09:07
2118,2022-09-16,열차내 사고,대림(2)역,16:38
2119,2022-09-16,역구내 사고,압구정역,08:16
2120,2022-09-11,승강설비관련,공덕(6)역,13:23
2121,2022-09-08,출입문관련,하남풍산역,16:17
2122,2022-09-07,발빠짐,압구정역,18:02
2123,2022-09-07,열차내 사고,여의도역,18:23
2124,2022-09-06,열차내 사고,상일동역,08:56
2125,2022-09-05,역구내 사고,이촌역,17:44
2126,2022-09-05,열차내 사고,쌍문역,14:51
2127,2022-09-05,승강설비관련,고덕역,12:26
2128,2022-09-04,열차내 사고,관악역,15:20
2129,2022-09-03,발빠짐,을지로3가(2)역,14:14
2130,2022-09-02,역구내 사고,디지털미디어시티역,09:05
2131,2022-09-01,열차내 사고,천호(5)역,19:03
2132,2022-09-01,역구내 사고,잠실(2)역,17:55
2133,2022-09-01,열차내 사고,까치울역,17:40
2134,2022-09-01,열차내 사고,사가정역,08:07
2135,2022-08-30,열차내 사고,동대문역사문화공원(5)역,13:43
2136,2022-08-30,출입문관련,신길역,18:28
2137,2022-08-30,열차내 사고,사당(4)역,19:27
2138,2022-08-30,승강설비관련,가산디지털단지(7)역,13:10
2139,2022-08-29,출입문관련,문정역,18:43
2140,2022-08-28,발빠짐,시청(2)역,09:52
2141,2022-08-25,역구내 사고,거여역,05:40
2142,2022-08-25,열차내 사고,하남시청역,18:50
2143,2022-08-24,발빠짐,문정역,18:07
2144,2022-08-23,발빠짐,동대문역사문화공원(4)역,06:50
2145,2022-08-23,출입문관련,을지로4가(2)역,18:57
2146,2022-08-22,역구내 사고,화랑대역,13:35
2147,2022-08-20,출입문관련,수유역,16:27
2148,2022-08-20,출입문관련,홍대입구역,23:33
2149,2022-08-19,출입문관련,군자(5)역,17:00
2150,2022-08-19,출입문관련,대림(7)역,08:28
2151,2022-08-19,출입문관련,동대문역사문화공원(4)역,16:08
2152,2022-08-18,발빠짐,고속터미널(7)역,15:00
2153,2022-08-17,발빠짐,충무로(3)역,08:48
2154,2022-08-16,승강설비관련,남구로역,07:21
2155,2022-08-16,출입문관련,도림천역,08:22
2156,2022-08-15,출입문관련,충무로(4)역,16:21
2157,2022-08-13,출입문관련,동대문(1)역,15:18
2158,2022-08-13,역구내 사고,미사역,11:30
2159,2022-08-12,발빠짐,시청(2)역,11:34
2160,2022-08-12,승강설비관련,가산디지털단지(7)역,08:17
2161,2022-08-12,출입문관련,서울(4)역,07:50
2162,2022-08-11,역구내 사고,서울(1)역,10:35
2163,2022-08-10,열차내 사고,강동역,06:44
2164,2022-08-09,역구내 사고,압구정역,12:14
2165,2022-08-08,발빠짐,충무로(3)역,16:47
2166,2022-08-07,열차내 사고,신당(6)역,12:28
2167,2022-08-05,열차내 사고,사당(4)역,19:50
2168,2022-08-05,열차내 사고,사가정역,22:00
2169,2022-08-03,출입문관련,대림(7)역,12:40
2170,2022-08-03,역구내 사고,대청역,05:12
2171,2022-08-03,역구내 사고,연신내(6)역,07:40
2172,2022-08-03,역구내 사고,사당(4)역,06:19
2173,2022-08-02,역구내 사고,용두역,13:00
2174,2022-08-02,역구내 사고,남구로역,18:05
2175,2022-08-01,발빠짐,신촌역,12:33
2176,2022-08-01,열차내 사고,제기동역,13:10
2177,2022-08-01,역구내 사고,구파발(3)역,08:24
2178,2022-08-01,발빠짐,신촌역,08:24
2179,2022-08-01,출입문관련,동대문역사문화공원(4)역,16:39
2180,2022-07-31,승강설비관련,사가정역,22:48
2181,2022-07-31,출입문관련,철산역,20:08
2182,2022-07-29,출입문관련,가락시장(8)역,17:21
2183,2022-07-29,출입문관련,망원역,13:26
2184,2022-07-27,발빠짐,철산역,08:20
2185,2022-07-27,출입문관련,건대입구(2)역,07:42
2186,2022-07-27,출입문관련,동대문역사문화공원(5)역,18:35
2187,2022-07-27,출입문관련,동대문역사문화공원(5)역,18:35
2188,2022-07-27,출입문관련,고려대역,18:33
2189,2022-07-26,발빠짐,경복궁(3)역,08:40
2190,2022-07-26,역구내 사고,영등포구청(2)역,17:40
2191,2022-07-25,출입문관련,대림(7)역,16:59
2192,2022-07-25,출입문관련,잠실(2)역,10:58
2193,2022-07-25,출입문관련,불광(3)역,08:24
2194,2022-07-25,출입문관련,연신내(3)역,10:50
2195,2022-07-23,출입문관련,범계역,18:15
2196,2022-07-22,열차내 사고,제기동역,15:28
2197,2022-07-22,열차내 사고,동대문(4)역,07:50
2198,2022-07-22,출입문관련,굽은다리역,22:01
2199,2022-07-21,출입문관련,영등포구청(5)역,10:21
2200,2022-07-21,역구내 사고,서울대입구역,17:25
2201,2022-07-21,출입문관련,고속터미널(3)역,17:36
2202,2022-07-21,출입문관련,충무로(4)역,19:00
2203,2022-07-19,역구내 사고,녹사평역,13:33
2204,2022-07-18,열차내 사고,방배역,17:58
2205,2022-07-16,발빠짐,고속터미널(7)역,16:36
2206,2022-07-16,출입문관련,사당(2)역,20:28
2207,2022-07-15,출입문관련,상록수역,09:45
2208,2022-07-15,승강설비관련,독립문역,09:36
2209,2022-07-15,열차내 사고,보라매역,18:40
2210,2022-07-14,승강설비관련,홍제역,15:35
2211,2022-07-14,발빠짐,성신여대입구역,10:45
2212,2022-07-14,역구내 사고,홍제역,15:35
2213,2022-07-14,출입문관련,강동역,08:39
2214,2022-07-13,출입문관련,건대입구(7)역,18:42
2215,2022-07-13,역구내 사고,성수역,15:45
2216,2022-07-13,발빠짐,천호(5)역,22:30
2217,2022-07-11,발빠짐,철산역,18:47
2218,2022-07-10,출입문관련,불광(3)역,19:25
2219,2022-07-09,역구내 사고,성수역,21:22
2220,2022-07-08,발빠짐,서울(1)역,20:19
2221,2022-07-08,출입문관련,수리산역,08:25
2222,2022-07-07,발빠짐,신촌역,21:13
2223,2022-07-06,출입문관련,충무로(3)역,12:39
2224,2022-07-05,출입문관련,마포역,17:47
2225,2022-07-05,출입문관련,신당(2)역,08:13
2226,2022-07-04,출입문관련,김포공항(5)역,15:20
2227,2022-07-03,발빠짐,철산역,12:24
2228,2022-07-01,열차내 사고,먹골역,08:30
2229,2022-07-01,발빠짐,구로디지털단지역,18:19
2230,2022-07-01,열차내 사고,여의도역,08:10
2231,2022-07-01,승강설비관련,오금(3)역,18:10
2232,2022-06-30,발빠짐,군자(7)역,08:23
2233,2022-06-30,역구내 사고,공릉역,08:16
2234,2022-06-30,역구내 사고,노원(7)역,11:04
2235,2022-06-30,열차내 사고,교대(2)역,08:50
2236,2022-06-29,출입문관련,신대방역,22:17
2237,2022-06-29,열차내 사고,이촌역,18:15
2238,2022-06-29,열차내 사고,사당(4)역,16:16
2239,2022-06-29,역구내 사고,방배역,16:51
2240,2022-06-28,열차내 사고,광화문역,06:45
2241,2022-06-28,역구내 사고,광흥창역,16:30
2242,2022-06-28,역구내 사고,광화문역,22:20
2243,2022-06-27,출입문관련,상일동역,18:15
2244,2022-06-27,열차내 사고,선릉(2)역,18:24
2245,2022-06-27,기타,노원(4)역,15:00
2246,2022-06-27,출입문관련,사당(2)역,14:08
2247,2022-06-27,열차내 사고,선릉(2)역,18:24
2248,2022-06-25,출입문관련,청량리역,18:26
2249,2022-06-24,발빠짐,동대문역사문화공원(5)역,23:10
2250,2022-06-24,열차내 사고,양재역,08:20
2251,2022-06-23,역구내 사고,건대입구(2)역,00:00
2252,2022-06-23,출입문관련,대청(3)역,19:54
2253,2022-06-23,출입문관련,상봉역,17:07
2254,2022-06-23,승강설비관련,학동역,19:09
2255,2022-06-21,발빠짐,단대오거리역,08:57
2256,2022-06-18,열차내 사고,충정로(5)역,17:17
2257,2022-06-17,발빠짐,동대문역사문화공원(4)역,18:30
2258,2022-06-15,승강설비관련,구산역,17:00
2259,2022-06-14,출입문관련,우장산역,15:56
2260,2022-06-14,출입문관련,봉천역,11:59
2261,2022-06-13,열차내 사고,K4543열차,08:31
2262,2022-06-13,열차내 사고,이태원역,08:31
2263,2022-06-13,발빠짐,성신여대입구역,14:03
2264,2022-06-12,발빠짐,신촌역,14:02
2265,2022-06-12,발빠짐,발산역,16:50
2266,2022-06-11,열차내 사고,도봉산(7)역,20:43
2267,2022-06-10,열차내 사고,군자(7)역,08:14
2268,2022-06-09,발빠짐,동대문역사문화공원(4)역,08:35
2269,2022-06-08,승강설비관련,상도역,11:02
2270,2022-06-08,열차내 사고,천호(8)역,08:30
2271,2022-06-07,발빠짐,충무로(3)역,08:28
2272,2022-06-06,발빠짐,서울(1)역,16:01
2273,2022-06-02,출입문관련,강동역,07:43
2274,2022-06-02,출입문관련,양재역,08:21
2275,2022-06-02,열차내 사고,군자(7)역,08:11
2276,2022-05-31,역구내 사고,신도림역,18:36
2277,2022-05-31,출입문관련,이수(7)역,17:54
2278,2022-05-30,발빠짐,구로디지털단지역,17:23
2279,2022-05-29,승강설비관련,잠실(2)역,17:42
2280,2022-05-26,출입문관련,을지로입구역,17:20
2281,2022-05-25,출입문관련,명동역,19:14
2282,2022-05-25,승강설비관련,대치역,08:06
2283,2022-05-25,출입문관련,교대(3)역,19:18
2284,2022-05-24,역구내 사고,숙대입구역,09:32
2285,2022-05-23,역구내 사고,이촌역,14:58
2286,2022-05-20,열차내 사고,대림(7)역,08:35
2287,2022-05-20,발빠짐,합정(6)역,18:35
2288,2022-05-20,출입문관련,잠실(2)역,21:46
2289,2022-05-18,역구내 사고,동대문(1)역,10:26
2290,2022-05-18,출입문관련,동대문역사문화공원(4)역,11:34
2291,2022-05-17,발빠짐,동대문역사문화공원(4)역,10:55
2292,2022-05-17,출입문관련,천호(5)역,09:35
2293,2022-05-14,발빠짐,신촌역,15:16
2294,2022-05-14,승강설비관련,낙성대역,18:33
2295,2022-05-14,출입문관련,암사역,18:46
2296,2022-05-14,출입문관련,산본역,19:53
2297,2022-05-13,출입문관련,대림(7)역,18:42
2298,2022-05-13,출입문관련,미아사거리역,17:47
2299,2022-05-12,발빠짐,문정역,08:32
2300,2022-05-12,출입문관련,대림(7)역,17:09
2301,2022-05-12,역구내 사고,홍대입구역,00:04
2302,2022-05-11,역구내 사고,굽은다리역,09:06
2303,2022-05-11,승강설비관련,방배역,08:53
2304,2022-05-11,역구내 사고,월곡역,17:46
2305,2022-05-10,발빠짐,강남역,17:23
2306,2022-05-09,발빠짐,성신여대입구역,23:31
2307,2022-05-09,출입문관련,동대문역사문화공원(2)역,12:36
2308,2022-05-09,출입문관련,군자(5)역,08:34
2309,2022-05-08,발빠짐,경찰병원역,21:49
2310,2022-05-07,열차내 사고,시청(1)역,13:45
2311,2022-05-07,출입문관련,동대문(4)역,12:39
2312,2022-05-06,열차내 사고,신도림역,20:41
2313,2022-05-04,역구내 사고,왕십리(5)역,22:00
2314,2022-05-04,출입문관련,대야미역,17:45
2315,2022-05-04,출입문관련,신도림역,16:42
2316,2022-05-04,발빠짐,충정로(2)역,18:30
2317,2022-05-04,출입문관련,천호(5)역,15:21
2318,2022-05-03,역구내 사고,혜화역,16:37
2319,2022-05-03,출입문관련,합정(2)역,08:27
2320,2022-05-02,열차내 사고,쌍문역,07:05
2321,2022-05-02,출입문관련,신림역,09:55
2322,2022-04-30,역구내 사고,마포구청역,13:53
2323,2022-04-29,발빠짐,고속터미널(3)역,17:14
2324,2022-04-28,출입문관련,신길역,08:29
2325,2022-04-28,역구내 사고,사가정역,00:00
2326,2022-04-26,출입문관련,군자(5)역,08:34
2327,2022-04-25,발빠짐,발산역,12:53
2328,2022-04-22,발빠짐,교대(2)역,15:55
2329,2022-04-20,출입문관련,석계(6)역,18:34
2330,2022-04-19,출입문관련,발산역,08:53
2331,2022-04-18,발빠짐,도봉산(7)역,18:46
2332,2022-04-17,출입문관련,복정역,11:58
2333,2022-04-16,출입문관련,종로3가(3)역,20:51
2334,2022-04-16,발빠짐,동대입구역,18:17
2335,2022-04-15,발빠짐,동대문역사문화공원(4)역,13:32
2336,2022-04-15,출입문관련,삼성역,08:40
2337,2022-04-14,발빠짐,구로디지털단지역,22:28
2338,2022-04-14,역구내 사고,동대문역사문화공원(2)역,08:29
2339,2022-04-13,열차내 사고,우장산역,12:15
2340,2022-04-12,열차내 사고,금정역,09:00
2341,2022-04-11,출입문관련,동대문역사문화공원(4)역,16:13
2342,2022-04-09,출입문관련,영등포역,05:35
2343,2022-04-09,역구내 사고,사당(2)역,06:47
2344,2022-04-09,출입문관련,사당(4)역,17:44
2345,2022-04-09,역구내 사고,중화역,22:10
2346,2022-04-09,역구내 사고,신도림역,15:46
2347,2022-04-07,열차내 사고,신도림역,21:31
2348,2022-04-07,역구내 사고,가락시장(8)역,21:21
2349,2022-04-07,출입문관련,노원(4)역,07:30
2350,2022-04-07,출입문관련,충무로(3)역,07:42
2351,2022-04-05,출입문관련,뚝섬역,12:34
2352,2022-04-05,기타,노원(4)역,07:26
2353,2022-04-02,발빠짐,동대문역사문화공원(4)역,19:36
2354,2022-04-02,출입문관련,고속터미널(3)역,14:32
2355,2022-04-01,출입문관련,하남검단산역,06:53
2356,2022-04-01,역구내 사고,몽촌토성역,12:55
2357,2022-03-31,출입문관련,일원역,14:57
2358,2022-03-31,발빠짐,충무로(3)역,16:34
2359,2022-03-30,열차내 사고,회현역,11:03
2360,2022-03-29,열차내 사고,쌍문역,08:40
2361,2022-03-29,역구내 사고,어린이대공원역,16:20
2362,2022-03-28,출입문관련,삼성역,08:15
2363,2022-03-28,발빠짐,충무로(3)역,09:00
2364,2022-03-28,열차내 사고,서울(1)역,19:02
2365,2022-03-27,역구내 사고,잠실(2)역,11:15
2366,2022-03-26,역구내 사고,을지로입구역,15:38
2367,2022-03-25,역구내 사고,구로디지털단지역,22:29
2368,2022-03-25,역구내 사고,구로디지털단지역,22:29
2369,2022-03-25,출입문관련,신정네거리역,08:10
2370,2022-03-24,발빠짐,신림역,18:00
2371,2022-03-24,역구내 사고,구파발(3)역,07:45
2372,2022-03-23,역구내 사고,경복궁(3)역,14:19
2373,2022-03-22,열차내 사고,역삼역,17:40
2374,2022-03-22,출입문관련,동대문역사문화공원(2)역,09:10
2375,2022-03-22,출입문관련,구의역,22:11
2376,2022-03-21,역구내 사고,합정(2)역,13:40
2377,2022-03-16,발빠짐,시청(2)역,18:30
2378,2022-03-14,열차내 사고,수유역,18:16
2379,2022-03-13,역구내 사고,신당(6)역,08:20
2380,2022-03-11,출입문관련,을지로4가(2)역,18:52
2381,2022-03-08,승강설비관련,수락산역,16:05
2382,2022-03-07,발빠짐,합정(6)역,08:15
2383,2022-03-07,출입문관련,양재역,08:42
2384,2022-03-05,출입문관련,둔촌역,13:26
2385,2022-03-04,출입문관련,신사역,10:18
2386,2022-03-02,승강설비관련,상봉역,18:10
2387,2022-02-25,역구내 사고,약수(3)역,07:55
2388,2022-02-24,역구내 사고,남태령역,23:16
2389,2022-02-23,역구내 사고,구로디지털단지역,11:06
2390,2022-02-23,발빠짐,신길역,11:42
2391,2022-02-20,출입문관련,가산디지털단지(7)역,17:20
2392,2022-02-19,열차내 사고,서울(1)역,17:43
2393,2022-02-17,출입문관련,사당(4)역,19:06
2394,2022-02-15,열차내 사고,혜화역,19:05
2395,2022-02-14,승강설비관련,영등포구청(5)역,15:16
2396,2022-02-14,역구내 사고,종로3가(3)역,21:05
2397,2022-02-11,역구내 사고,잠실(2)역,08:15
2398,2022-02-09,역구내 사고,잠실(2)역,16:44
2399,2022-02-08,역구내 사고,강남역,14:02
2400,2022-02-08,열차내 사고,노량진(1)역,17:58
2401,2022-02-07,출입문관련,수유역,19:05
2402,2022-02-07,열차내 사고,한성대입구역,10:05
2403,2022-02-05,역구내 사고,연신내(3)역,15:40
2404,2022-02-05,출입문관련,군자(5)역,16:35
2405,2022-02-05,출입문관련,서울대입구역,16:55
2406,2022-02-01,역구내 사고,안암역,07:10
2407,2022-01-30,승강설비관련,종로3가(3)역,09:06
2408,2022-01-29,출입문관련,이수(7)역,17:08
2409,2022-01-28,출입문관련,가락시장(3)역,07:32
2410,2022-01-28,열차내 사고,오금(3)역,11:30
2411,2022-01-28,출입문관련,충무로(4)역,15:52
2412,2022-01-28,출입문관련,동대문역사문화공원(4)역,13:35
2413,2022-01-27,열차내 사고,동대문역사문화공원(2)역,14:30
2414,2022-01-26,승강설비관련,청량리역,11:55
2415,2022-01-25,열차내 사고,까치산(5)역,21:16
2416,2022-01-23,역구내 사고,삼각지(6)역,14:30
2417,2022-01-23,발빠짐,을지로3가(2)역,14:51
2418,2022-01-22,열차내 사고,상도역,13:27
2419,2022-01-22,출입문관련,숙대입구역,11:50
2420,2022-01-21,역구내 사고,회현역,14:06
2421,2022-01-21,역구내 사고,월드컵경기장역,16:01
2422,2022-01-21,발빠짐,동대문역사문화공원(4)역,07:28
2423,2022-01-21,역구내 사고,동대문(1)역,13:00
2424,2022-01-21,역구내 사고,잠실나루역,21:40
2425,2022-01-20,역구내 사고,종로3가(3)역,14:15
2426,2022-01-19,역구내 사고,구산역,16:25
2427,2022-01-19,역구내 사고,낙성대역,10:07
2428,2022-01-19,열차내 사고,월곡역,16:06
2429,2022-01-19,역구내 사고,청량리역,13:40
2430,2022-01-19,역구내 사고,노원(7)역,10:25
2431,2022-01-18,출입문관련,선릉(2)역,19:12
2432,2022-01-17,출입문관련,이수(4)역,12:41
2433,2022-01-17,출입문관련,잠실(2)역,22:26
2434,2022-01-15,역구내 사고,장지역,16:52
2435,2022-01-14,출입문관련,수유역,10:29
2436,2022-01-13,승강설비관련,미사역,09:53
2437,2022-01-13,발빠짐,경복궁(3)역,08:53
2438,2022-01-11,열차내 사고,석계(1)역,18:45
2439,2022-01-07,역구내 사고,장한평역,11:00
2440,2022-01-06,출입문관련,충무로(3)역,08:03
2441,2022-01-03,승강설비관련,방화역,08:29
2442,2022-01-02,열차내 사고,신도림(1)역,09:50
2443,2021-12-30,승강설비관련,동대문(4)역,15:32
2444,2021-12-29,발빠짐,압구정역,12:33
2445,2021-12-27,역구내 사고,회현역,17:40
2446,2021-12-26,기타,창동역,00:00
2447,2021-12-26,승강설비관련,서울대입구역,13:58
2448,2021-12-25,역구내 사고,홍대입구역,18:04
2449,2021-12-24,열차내 사고,신도림역,08:10
2450,2021-12-22,출입문관련,동대문역사문화공원(2)역,08:34
2451,2021-12-20,출입문관련,남부터미널역,14:52
2452,2021-12-20,역구내 사고,신설동(1)역,08:45
2453,2021-12-19,역구내 사고,미사역,07:46
2454,2021-12-19,승강설비관련,동대문역사문화공원(4)역,18:23
2455,2021-12-18,역구내 사고,교대(3)역,22:30
2456,2021-12-17,출입문관련,구로디지털단지역,17:25
2457,2021-12-14,발빠짐,신금호역,17:30
2458,2021-12-13,열차내 사고,신이문역,10:35
2459,2021-12-10,승강설비관련,상도역,13:02
2460,2021-12-09,출입문관련,미아사거리역,17:10
2461,2021-12-07,출입문관련,가락시장(8)역,12:06
2462,2021-12-04,출입문관련,강남역,10:48
2463,2021-12-04,발빠짐,연신내(6)역,12:03
2464,2021-12-03,출입문관련,굽은다리역,16:13
2465,2021-12-03,역구내 사고,교대(3)역,10:04
2466,2021-12-02,출입문관련,개롱역,08:22
2467,2021-11-30,발빠짐,천왕역,09:32
2468,2021-11-30,기타,상계역,07:20
2469,2021-11-29,발빠짐,사당(2)역,08:23
2470,2021-11-27,역구내 사고,봉천역,21:00
2471,2021-11-26,승강설비관련,상동역,19:19
2472,2021-11-26,출입문관련,교대(3)역,21:33
2473,2021-11-26,출입문관련,안양역,09:15
2474,2021-11-24,열차내 사고,이수(7)역,08:19
2475,2021-11-23,열차내 사고,동대문역사문화공원(4)역,14:35
2476,2021-11-20,출입문관련,올림픽공원역,15:35
2477,2021-11-17,열차내 사고,동묘앞(1)역,18:35
2478,2021-11-17,열차내 사고,동묘앞(1)역,18:35
2479,2021-11-17,역구내 사고,강동역,17:30
2480,2021-11-15,출입문관련,동대문(1)역,22:22
2481,2021-11-14,출입문관련,신금호역,17:56
2482,2021-11-14,승강설비관련,잠실새내역,18:04
2483,2021-11-13,출입문관련,강동역,20:17
2484,2021-11-12,열차내 사고,방배역,08:44
2485,2021-11-10,승강설비관련,성신여대입구역,12:47
2486,2021-11-09,출입문관련,홍대입구역,19:55
2487,2021-11-09,역구내 사고,장한평역,12:57
2488,2021-11-09,역구내 사고,먹골역,10:19
2489,2021-11-08,역구내 사고,신림역,08:13
2490,2021-11-06,발빠짐,이수(4)역,19:52
2491,2021-11-05,역구내 사고,서울대입구역,12:00
2492,2021-11-05,역구내 사고,연신내(6)역,21:44
2493,2021-11-05,출입문관련,대화역,13:44
2494,2021-11-05,출입문관련,교대(2)역,13:50
2495,2021-11-04,역구내 사고,쌍문역,16:04
2496,2021-11-03,발빠짐,성신여대입구역,16:04
2497,2021-11-02,열차내 사고,구로디지털단지역,08:30
2498,2021-11-02,출입문관련,고속터미널(7)역,10:16
2499,2021-11-02,출입문관련,성신여대입구역,12:01
2500,2021-11-02,출입문관련,창동역,08:39
2501,2021-11-02,출입문관련,종로3가(5)역,22:34
2502,2021-11-01,출입문관련,고속터미널(3)역,18:30
2503,2021-11-01,발빠짐,동대문역사문화공원(5)역,21:37
2504,2021-10-30,출입문관련,경복궁역 ,15:03
2505,2021-10-30,출입문관련,경복궁역 ,15:03
2506,2021-10-30,출입문관련,강남역,16:26
2507,2021-10-30,출입문관련,부평(1)역,19:06
2508,2021-10-28,출입문관련,강남구청역,16:35
2509,2021-10-28,역구내 사고,신풍역,06:48
2510,2021-10-26,열차내 사고,열차내,16:30
2511,2021-10-26,출입문관련,동대문역사문화공원(4)역,20:56
2512,2021-10-25,출입문관련,수유역,07:39
2513,2021-10-25,출입문관련,독립문역,18:03
2514,2021-10-23,출입문관련,사당(2)역,18:05
2515,2021-10-22,출입문관련,신설동(1)역,16:06
2516,2021-10-22,출입문관련,태릉입구(7)역,11:37
2517,2021-10-22,출입문관련,가락시장(3)역,08:39
2518,2021-10-21,승강설비관련,고속터미널(7)역,07:55
2519,2021-10-21,열차내 사고,방배역,09:40
2520,2021-10-20,출입문관련,당고개역,17:43
2521,2021-10-20,발빠짐,공릉역,07:48
2522,2021-10-20,열차내 사고,봉화산역,10:45
2523,2021-10-19,출입문관련,시청(2)역,07:34
2524,2021-10-18,역구내 사고,하계역,09:25
2525,2021-10-18,승강설비관련,사당(4)역,21:35
2526,2021-10-15,승강설비관련,삼각지(6)역,08:28
2527,2021-10-15,열차내 사고,서울대입구역,17:00
2528,2021-10-15,역구내 사고,이수(7)역,17:10
2529,2021-10-14,출입문관련,역삼역,08:40
2530,2021-10-13,발빠짐,경찰병원역,16:48
2531,2021-10-13,역구내 사고,고속터미널(3)역,20:50
2532,2021-10-13,출입문관련,논현역,09:02
2533,2021-10-12,열차내 사고,신도림역,07:58
2534,2021-10-11,기타,수락산역,09:40
2535,2021-10-11,기타,수락산역,09:40
2536,2021-10-09,역구내 사고,종로3가(3)역,07:00
2537,2021-10-08,발빠짐,신촌역,15:43
2538,2021-10-08,발빠짐,방배역,19:02
2539,2021-10-08,출입문관련,문정역,07:31
2540,2021-10-08,출입문관련,건대입구(2)역,20:10
2541,2021-10-08,역구내 사고,성수역,10:35
2542,2021-10-07,역구내 사고,노원(7)역,12:52
2543,2021-10-07,역구내 사고,을지로4가역,13:25
2544,2021-10-06,발빠짐,동대문(1)역,17:04
2545,2021-10-03,출입문관련,우장산역,16:18
2546,2021-10-01,역구내 사고,잠실(8)역,11:44
2547,2021-09-29,출입문관련,오이도역,07:57
2548,2021-09-29,승강설비관련,신당(2)역,08:25
2549,2021-09-28,발빠짐,압구정역,18:13
2550,2021-09-28,출입문관련,신사역,15:14
2551,2021-09-28,출입문관련,창동역,09:08
2552,2021-09-28,출입문관련,광나루역,12:08
2553,2021-09-28,역구내 사고,강남역,09:15
2554,2021-09-27,출입문관련,종로3가(3)역,08:32
2555,2021-09-27,출입문관련,미아사거리역,13:11
2556,2021-09-27,열차내 사고,도봉산(7)역,19:33
2557,2021-09-25,발빠짐,신촌역,12:17
2558,2021-09-24,기타,뚝섬역,01:30
2559,2021-09-23,출입문관련,천호(5)역,10:02
2560,2021-09-18,역구내 사고,선릉(2)역,18:57
2561,2021-09-16,출입문관련,목동역,12:29
2562,2021-09-16,출입문관련,미아사거리역,10:09
2563,2021-09-15,출입문관련,충무로(4)역,10:22
2564,2021-09-15,출입문관련,금정역,08:15
2565,2021-09-15,출입문관련,동대문역사문화공원(4)역,09:45
2566,2021-09-14,열차내 사고,어린이대공원역,08:26
2567,2021-09-14,발빠짐,연신내(6)역,15:27
2568,2021-09-14,출입문관련,회현역,17:04
2569,2021-09-14,출입문관련,경복궁역 ,11:04
2570,2021-09-14,출입문관련,인덕원역,19:05
2571,2021-09-10,출입문관련,고속터미널(7)역,09:58
2572,2021-09-08,열차내 사고,사당(2)역,18:56
2573,2021-09-08,열차내 사고,방배역,18:57
2574,2021-09-07,열차내 사고,영등포구청(2)역,14:47
2575,2021-09-07,역구내 사고,구의역,10:04
2576,2021-09-07,역구내 사고,구로디지털단지역,18:20
2577,2021-09-07,역구내 사고,춘의역,07:22
2578,2021-09-07,출입문관련,상일동역,19:34
2579,2021-09-04,출입문관련,교대(3)역,13:17
2580,2021-09-03,출입문관련,김포공항(5)역,16:47
2581,2021-09-03,역구내 사고,아현역,17:33
2582,2021-09-01,발빠짐,서울(1)역,08:07
2583,2021-09-01,열차내 사고,방배역,18:21
2584,2021-08-31,역구내 사고,신도림역,16:56
2585,2021-08-31,출입문관련,신사역,09:15
2586,2021-08-31,발빠짐,고속터미널(7)역,18:23
2587,2021-08-30,출입문관련,까치산(5)역,18:37
2588,2021-08-30,열차내 사고,구일역,08:28
2589,2021-08-29,발빠짐,고속터미널(7)역,17:20
2590,2021-08-27,발빠짐,동대문역사문화공원(4)역,08:44
2591,2021-08-27,출입문관련,양재역,15:05
2592,2021-08-26,발빠짐,압구정역,15:30
2593,2021-08-24,열차내 사고,동묘앞(1)역,07:32
2594,2021-08-24,역구내 사고,회현역,16:00
2595,2021-08-21,역구내 사고,삼산체육관역,09:25
2596,2021-08-21,열차내 사고,당고개역,13:51
2597,2021-08-19,발빠짐,동대문역사문화공원(4)역,05:53
2598,2021-08-15,출입문관련,미아사거리역,10:34
2599,2021-08-14,출입문관련,한성대입구역,14:00
2600,2021-08-13,역구내 사고,사당(2)역,14:31
2601,2021-08-12,출입문관련,잠실(2)역,18:14
2602,2021-08-12,역구내 사고,성수역,18:05
2603,2021-08-11,기타,구의역,08:50
2604,2021-08-10,발빠짐,압구정역,16:37
2605,2021-08-09,출입문관련,창동역,18:14
2606,2021-08-08,출입문관련,상일동역,11:07
2607,2021-08-08,출입문관련,장지역,13:21
2608,2021-08-07,승강설비관련,가락시장(3)역,06:31
2609,2021-08-06,발빠짐,신촌역,17:34
2610,2021-08-06,역구내 사고,영등포구청(5)역,08:20
2611,2021-08-05,발빠짐,서울(1)역,18:23
2612,2021-08-04,출입문관련,공덕(5)역,17:00
2613,2021-08-02,출입문관련,수유역,11:27
2614,2021-08-02,열차내 사고,신길역,08:14
2615,2021-07-31,역구내 사고,화랑대역,06:52
2616,2021-07-29,출입문관련,신설동(1)역,19:43
